issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
BACS-37375,"HBS-BACS-Singapore Asia Square Tower 2: In Migrated site, App is not associated custom point roles assigned points",Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support,,PSJIRA,Data Fabric UI-API,Custom point roles were not associated with points in the migrated site.,The issue was resolved based on confirmation from the user.,,,not associated,Access-Authorization,access issue,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2026-03-13,2026-03-25
BACS-37255,Analyzing Signal Types in DF: MultiStateSignal Insights,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Asset Modelling,DataFabric; Onboarding_Blocker,,PSJIRA,AOC,Signal types were not defined during creation using the schema editor.,,,"This was identified as a configuration issue, not a defect.",mismatch,Config-Environment,access issue,Partner Portal: Asset Modelling | PSJIRA | AOC,0.82,True,False,2026-03-13,2026-04-08
BACS-37029,"HBS-BACS-Multiple Customers: In Migrated site, DF is not showing any of the confirmed points due to revised list point file publish.",Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support; HammerEBIConnectivityWork; NOFF,,PSJIRA,Hammer,"DF is dependent on point data available in EOM, and the issue stems from EOM not reflecting the revised list of points.",User:61253335ec0a83006a3205c6 as discussed with User:6412cc39af3b93d8ecf2134e db cleanup resolved this issue so could you please check and if the issue persists then please reopen,,"EOM is the single source of truth, and any changes in GW or ModelSync must update EOM.",,Data Sync-Integration,integration issue,Partner Portal: Data Contextualization | PSJIRA | Hammer,0.94,True,False,2026-03-12,2026-05-13
BACS-36974,BACS | B2B Hotel | EBI Connect - Cloud Data Sync is stuck in endless loop,Fixed,Fixed,2 - High,BACS,Connectivity: Connectivity Wizard,META,,PSJIRA,Hammer,Corrupted content in one of the upload queue folders caused the cloud data sync to enter an endless loop.,Updated Production Deployment date same as Due date value,Move corrupted folders out of the upload queue to prevent the cloud connector from attempting to upload them.,,527; 528; 495; 498; 547,Config-Environment,configuration issue,Connectivity: Connectivity Wizard | PSJIRA | Hammer,1.0,True,False,2026-03-11,2026-03-24
BACS-36946,Filters are not getting displayed while creating IB widget.,Fixed,Fixed,2 - High,BACS,Partner Apps: Insight Builder,NoFF; latent_hammer,,PSJIRA,Hammer,"Fields caching was not using IndexedDB despite the flag being enabled, causing filters to show 'no data available'.",Verified that fields were loaded into IndexedDB and flags were loaded before rendering Insight Builder.,,Insight Builder does not wait for flags to be ready before rendering.,400 bad request; failed,UI-Frontend,integration issue,Partner Apps: Insight Builder | PSJIRA | Hammer,1.0,True,False,2026-03-11,2026-03-19
BACS-36914,HBS-BACS-EU-NHS-Asset Life Cycle in KPI dashboard is showing no data available even though it have a 1 Asset,Fixed,Fixed,None,BACS,Partner Apps: Unified App,DigitalOpsReview; Onboarding_Blocker,,PSJIRA,Phoenix,,Issue verified and resolved in NHS environment.,,,,UI-Frontend,environment issue,Partner Apps: Unified App | PSJIRA | Phoenix,0.76,True,False,2026-03-11,2026-03-12
BACS-36909,HBS-BACS-Honeywell International: Custom asset type is not visible in DF,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support; META; NOFF; Onboarding_Blocker; RepeatTriage,,PSJIRA,Titan,Custom asset types were not visible because point roles were not configured to them in EOM.,Configured point roles to the custom asset types and performed model sync to make them visible.,,Custom asset types require point roles to be configured in EOM to appear in DF.,not available,Data Sync-Integration,access issue,Partner Portal: Data Contextualization | PSJIRA | Titan,1.0,True,False,2026-03-11,2026-04-13
BACS-36888,BACS | 275 Kent st Mirvac | facing issue while addition and deletion of points in mapped point.,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,NoFF,,PSJIRA,Data Fabric UI-API,,Verified that removing incorrect points and assigning new points updates the count and points correctly.,,,477,UI-Frontend,functional bug,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.82,True,False,2026-03-10,2026-04-07
BACS-36869,[TemplateFix - Low] HBS-BACS-US-Tailored Brands-Dashboard visibility issue,Fixed,Fixed,2 - High,BACS,Partner Apps: KPI Dashboard,KPIConfig; Onboarding_Blocker,,PSJIRA,Hammer,,User:623d83167910a200718c5736 you mentioned it is fixed and defect can be closed.,,,,UI-Frontend,access issue,Partner Apps: KPI Dashboard | PSJIRA | Hammer,0.76,True,False,2026-03-10,2026-03-12
BACS-36861,[TemplateFix - Low] BACS | Multiple US sites | Outside air and comfort data mistmatch,Fixed,Fixed,2 - High,BACS,Partner Apps: Unified App,BACS-Drop3; Drop3; HBS_L3_Support,,PSJIRA,Hammer,"Comfort Index was not using the harmonized version, causing data mismatch.",Updated the production template with the harmonized version of the Comfort Index.,,,,UI-Frontend,performance issue,Partner Apps: Unified App | PSJIRA | Hammer,0.94,True,False,2026-03-10,2026-04-02
BACS-36820,In IB only the user who created dashbaord can see widgets - all others Users get error messages,Fixed,Fixed,1 - Critical,BACS,Partner Portal: User Management,BACS_IB; Betadrop2b; CONFIGURATION; EU_BETA_2026; Onboarding_Blocker,,PSJIRA,Titan,Legacy domain association caused sync issues for specific users.,"We have seen many times that even though the user is added thru Partner Portal, the user is not getting added properly in CB Admin Portal, causing failures in making request to FindAPI.",,A user's legacy domain mapping to Honeywell caused onboarding issues.,failed,Access-Authorization,integration issue,Partner Portal: User Management | PSJIRA | Titan,1.0,True,False,2026-03-09,2026-03-30
BACS-36776,352189-North Island Hospital Comox Valley- Comfort performance widget in unified portal doesn’t show the data for backfilled days.,Fixed,Fixed,3 - Normal,BACS,Predictive Maintenance,DigitalOps; HBS_L3_Support,,PSJIRA,Go Green,Data for February 26th was not appearing in the Comfort Performance widget due to a job publishing issue.,"Re-ran the job, and data was confirmed to be published to the Find API.",Issue was deemed minor and ignored as it only affected one day's data.,,,Data Sync-Integration,integration issue,Predictive Maintenance | PSJIRA | Go Green,0.94,True,False,2026-03-09,2026-04-03
BACS-36764,EU Prod Migrated Site :- Point Role changed from DF is not getting updated in EOM even after the publish and reverse sync Success,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,BMS_Blocker; DigitalOpsReview; Onboarding_Blocker,,PSJIRA,CS_Crossfunctional,Point role changes in DF were not updating in EOM due to incomplete cleanup and reverse sync issues.,"Performed a complete cleanup of DF and EOM, including Gateway node deletion, and re-did modeling.",,,not associated,Data Sync-Integration,integration issue,Partner Portal: Asset Modelling | PSJIRA | CS_Crossfunctional,1.0,True,False,2026-03-09,2026-04-02
BACS-36706,(Blocker)UAE DC | Emaar Mall PJSC Dubai Mall | Associate device and points page is unable to load,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,META; Onboarding_Blocker,,PSJIRA,Data Fabric UI-API,,"Sanity testing confirmed the issue was resolved, and the fix was deployed.",We have worked with the AOC team and provided the workaround from background  to unblock him,,not loading; failure; failed,Config-Environment,functional bug,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.82,True,False,2026-03-06,2026-04-06
BACS-36676,[TemplateFix - Pilot] Sunny Queen - Unknown Health Sensor Issue in KPI Dashboard,Fixed,Fixed,2 - High,BACS,Partner Apps: KPI Dashboard,Digitized_Maintenance; HBS_Drop2; HBS_L3_Support,,PSJIRA,Hammer,"The table did not display sensors with no data, leading to a mismatch between the table and the donut chart.",,"But I believe the dashboard has been unpublished for now, as it is not officially released.",Unhealthy sensors with no data were excluded from the table but included in the donut chart.,403; missing,UI-Frontend,access issue,Partner Apps: KPI Dashboard | PSJIRA | Hammer,0.82,True,False,2026-03-05,2026-04-13
BACS-36673,[TemplateFix - Pilot] Asset Summary in KPI Dashboard,Fixed,Fixed,2 - High,BACS,Partner Apps: Insight Builder,DigiOpsReview,,PSJIRA,Hammer,The issue is that they would like to have the “Details” button in the asset summary widget which is currently not available because they have the asset-summary widget.,,,,not available,UI-Frontend,access issue,Partner Apps: Insight Builder | PSJIRA | Hammer,0.82,True,False,2026-03-05,2026-04-09
BACS-36672,HBS-BACS-Palace Tower Perth: Local Enum states are not displaying in DF,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support; RepeatTriage,,PSJIRA,Titan,"iot.LocalValueTransform was not present in EOM, and model sync was required to populate the field.",,,Model sync is necessary to populate missing fields in DF from EOM.,,Data Sync-Integration,integration issue,Partner Portal: Data Contextualization | PSJIRA | Titan,0.76,True,False,2026-03-05,2026-04-30
BACS-36671,Rate limit for API calls is restricted to 1 call/min even if BMS API CORE subscription is activated.,Fixed,Fixed,2 - High,BACS,Partner Portal: Forge API,BACS_API; BMS_Blocker; Betadrop2b; Duplicate; EU_BETA_2026; Onboarding_Blocker,,PSJIRA,Quest,Rate limit for API calls was restricted to 1 call/min despite BMS API CORE subscription being activated.,Issue was resolved and verified in production for Test Radio City Music Hall customer.,,Rate limit defect was verified with Base RBM in production.,not available; missing,Config-Environment,integration issue,Partner Portal: Forge API | PSJIRA | Quest,1.0,True,False,2026-03-05,2026-06-08
BACS-36505,Rate limiting for API is not correctly documented in API docu and info missing /wrong,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Forge API,BACS_API; BMS_Blocker; Betadrop2b; EU_BETA_2026; Onboarding_Blocker,,PSJIRA,Titan,"Rate limiting for API was not correctly documented, and subscription status was not updated in the Subscription page.",Verified in staging with a new customer after activating subscriptions.,,"Subscriptions were activated, and the defect was verified using test credentials.",missing; 429,UI-Frontend,integration issue,Partner Portal: Forge API | PSJIRA | Titan,1.0,True,False,2026-03-03,2026-04-23
BACS-36429,HBS-BACS-City of Brantford: User sync is failed due to getting forge IAM token in CB sync service,Fixed,Fixed,2 - High,BACS,Partner Portal: Org Site Management,DigiOpsReview; HBS_L3_Support,,PSJIRA,Titan,"ForgeIAM token generation failed due to a 504 Gateway Timeout error, causing RBM details fetch to fail and impacting user synchronization.","As a workaround, we deleted and re-added user to solve the issue",Deleted and re-added the user to resolve the issue temporarily.,Issue appears to be intermittent and related to IAM service.,failed; not available; 504; Timeout; HTTP 504,Data Sync-Integration,integration issue,Partner Portal: Org Site Management | PSJIRA | Titan,1.0,True,False,2026-03-02,2026-04-02
BACS-36396,[TemplateFix - Low] HBS-BACS-US-RPSG House- KPI dashboard home screen is not showing the energy saving potential and outside air Comfort,Fixed,Fixed,None,BACS,Partner Apps: Unified App,DigitalOpsReview; Onboarding_Blocker,,PSJIRA,Hammer,,Published the two missing widgets to Value+ customers.,,,500; missing,UI-Frontend,integration issue,Partner Apps: Unified App | PSJIRA | Hammer,0.82,True,False,2026-02-27,2026-03-02
BACS-36391,BACS: HAVI - Chitila | Unable perform the DF publish,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,CONFIGURATION; DigiOpsReview; DigitalOps; HBS_L3_Support; NoFF; RepeatTriage,,PSJIRA,Data Fabric UI-API,Asset Modelling module was validating inter-application dependencies unnecessarily.,Updated Asset Modelling to only check subscription status and validate 'Active' subscriptions.,,"Verified scenarios where subscriptions were inactive or missing, and the changes worked as expected.",,Data Sync-Integration,integration issue,Partner Apps: RBM Basic App | PSJIRA | Data Fabric UI-API,0.94,True,False,2026-02-27,2026-03-30
BACS-36373,HBS-BACS-Migration: DF migration failed for Nex Shopping Mall Customer,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support; NOFF,,PSJIRA,Data Fabric UI-API,Original scenario mentioned in the defect was fixed and verified.,Issue was fixed and verified for the original scenario.,,New scenarios were identified and required separate defect reports.,failed; duplicate,Data Sync-Integration,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2026-02-27,2026-04-22
BACS-36370,BACS | UI Defect | Help option not updated in DF,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Data Contextualization,NoFF,,PSJIRA,Data Fabric UI-API,,Changes were verified in UAE and confirmed to be working as expected.,,,missing,UI-Frontend,environment issue,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,0.82,True,False,2026-02-27,2026-04-08
BACS-36365,BACS: K Raheja Corp | Data not showing in Insight Builder even though it's available in RBM,Fixed,Fixed,2 - High,BACS,Feature: Find API; Partner Portal: Asset Modelling,BACS; BACS_IB; DigitalOpsReview,,PSJIRA,Data Fabric UI-API,Data was briefly visible in Insight Builder after republishing but disappeared again.,"Data visibility issue was resolved, and data remained visible for over 18 hours.",,A duplicate defect (BACS-38065) was raised for further investigation.,missing; not available,UI-Frontend,integration issue,"Feature: Find API, Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API",1.0,True,False,2026-02-27,2026-03-19
BACS-36362,HBS-BACS-UAE DC: Customer creation is failing in UAE DC Prod,Fixed,Fixed,1 - Critical,BACS,Partner Portal: Org Site Management,DigiOpsReview; HBS_L3_Support,,PSJIRA,CS_Crossfunctional,Secret for client ID used in organization service had expired.,Renewed the expired secret and added the client ID to a monitoring list to receive expiration notifications in the future.,,,500,Config-Environment,integration issue,Partner Portal: Org Site Management | PSJIRA | CS_Crossfunctional,1.0,True,False,2026-02-27,2026-04-06
BACS-36339,HBS-BACS: Connectivity Icon in Unified portal should take server address instead of som.guid,Fixed,Fixed,2 - High,BACS,Partner Apps: KPI Dashboard,DigiOpsReview; HBS_L3_Support; backend; latent_hammer,,PSJIRA,Hammer,,Verified in staging that the connectivity icon now takes the server address instead of som.guid.,,,,UI-Frontend,functional bug,Partner Apps: KPI Dashboard | PSJIRA | Hammer,0.76,True,False,2026-02-26,2026-02-27
